Operator,Active,Idle,Plugged,New,Unknown,Total
Knight & Miller Oil Corp.,0,0,1,0,0,1
Knight Oil Co.,0,0,1,0,0,1
Knudsen-Schmidt Co.,0,0,1,0,0,1
Koble Energy,0,0,1,0,0,1
Koch Oil Company,0,0,1,0,0,1
Kohlbush & Campbell,0,0,1,0,0,1
Kovaleski-Gwynne,0,0,1,0,0,1
Kraemer Estate,0,0,1,0,0,1
Kramildon Oil Co.,0,0,1,0,0,1
Kyle & Lewis,0,0,1,0,0,1
Kyrtle Bailard,0,0,1,0,0,1
L & B Oil Co.,0,0,1,0,0,1
L & B Producing and Drilling Co.,0,0,1,0,0,1
L & D Enterprises,0,0,1,0,0,1
"L & M Oil Co., Inc.",0,0,1,0,0,1
"L. A.-Madera Syn. Rex Goodcell, Trustee",0,0,1,0,0,1
L. A. & Kern Oil Mining Co.,0,0,1,0,0,1
L. A. Basin Oil Co.,0,0,1,0,0,1
"L. A. Hanson, Sr.",0,0,1,0,0,1
L. A. Harnish,0,0,1,0,0,1
L. A. Lambert Oil Synd. #2,0,0,1,0,0,1
L. A. Thomson and A. A. Rembold,0,0,1,0,0,1
L. A. Ventura Oil Fields Co.,0,0,1,0,0,1
"L. B. Armstrong, Oper.",0,0,1,0,0,1
L. C. Main,0,0,1,0,0,1
L. E. Bishop Oil Co.,0,0,1,0,0,1
L. E. Broadhurst,0,0,1,0,0,1
L. E. Doan,0,0,1,0,0,1
L. E. Ellington,0,0,1,0,0,1
L. E. Kesselman,0,0,1,0,0,1
L. E. Schultz,0,0,1,0,0,1
L. E. Stokes,0,0,1,0,0,1
L. E. Swanson,0,0,1,0,0,1
L. G. Larson Drilling Co.,0,0,1,0,0,1
L. G. Miller,0,0,1,0,0,1
L. G. Wright,0,0,1,0,0,1
L. H. Dodge,0,0,1,0,0,1
L. H. Judson & J. C. McCollum,0,0,1,0,0,1
L. H. Mitchel & Sons,0,0,1,0,0,1
L. H. Scott,0,0,1,0,0,1
"L. Harry Barnett, Oper.",0,0,1,0,0,1
L. J. F. Bremmer,0,0,1,0,0,1
L. L. Robertson and R. S. Moore,0,0,1,0,0,1
L. M. Hampton,0,0,1,0,0,1
L. O. Tarrant,0,0,1,0,0,1
L. P. Beer,0,0,1,0,0,1
L. R. Wahl,0,0,1,0,0,1
L. R. Wilhite & Claude Kavanaugh,0,0,1,0,0,1
L. S. Bowen & H J Bowen,0,0,1,0,0,1
L. T. Oglesby,0,0,1,0,0,1
L. V. Wilson,0,0,1,0,0,1
L. W. Frankley-Dwight G. Vedder,0,0,1,0,0,1
L. W. Gibson,0,0,1,0,0,1
L. W. Harrison,0,0,1,0,0,1
"L. W. Herman, Receiver for Max Pray",0,0,1,0,0,1
L. W. S. Co.,0,0,1,0,0,1
"L. W. S. Oil Co., Ltd.",0,0,1,0,0,1
L.M.S. Oil Co.,0,0,1,0,0,1
"La Bara Oil Co. (R. B. Seymour, Trustee)",0,0,1,0,0,1
La Barat Syndicate,0,0,1,0,0,1
La Boa Expl. Co.,0,0,1,0,0,1
La Bolsa Rancho Syndicate,0,0,1,0,0,1
La Habra Midway Oil Co.,0,0,1,0,0,1
La Honda Fields Limited Partnership,0,0,1,0,0,1
La Honda Oil & Gas Co.,0,0,1,0,0,1
La Jolla Petro. Co.,0,0,1,0,0,1
LA Land Co.,0,0,1,0,0,1
La Mesa Oil Co.,0,0,1,0,0,1
La Rita Oil Co.,0,0,1,0,0,1
"Lacy, McLachlen & Lacy",0,0,1,0,0,1
"Ladd Canyon Expl., Inc.",0,0,1,0,0,1
Ladden Oil Co.,0,0,1,0,0,1
"Ladenburg, Thalman & Co.",0,0,1,0,0,1
Lafayette Oil Co.,0,0,1,0,0,1
Lafayette Petro. Corp.,0,0,1,0,0,1
Lago Vista Oil Co.,0,0,1,0,0,1
"Lakern Oil Company, Inc.",0,0,1,0,0,1
"Lakern Petroleum Corp., Ltd.",0,0,1,0,0,1
Lamaro Petroleum Co.,0,0,1,0,0,1
Lamb Exploration Co. & Greathouse Oil Co.,0,0,1,0,0,1
Lambert Hampton Oil Synd. No.1,0,0,1,0,0,1
Lammerts Oil Company,0,0,1,0,0,1
Lance Fletcher,0,0,1,0,0,1
Landess Oil Co.,0,0,1,0,0,1
Lane-Wells Co.,0,0,1,0,0,1
Lang Well No. 5,0,0,1,0,0,1
Lange Oil Co. of Texas,0,0,1,0,0,1
Lanoie Dresden,0,0,1,0,0,1
Lantex Oil Co.,0,0,1,0,0,1
Larco Oil Co.,0,0,1,0,0,1
Larsen Oil Co.,0,0,1,0,0,1
Las Cruces Oil Co.,0,0,1,0,0,1
Las Flores Dev.,0,0,1,0,0,1
Las Palmas Petro. Co.,0,0,1,0,0,1
Last Chance Petroleum Co.,0,0,1,0,0,1
Lawndale Expl. Co.,0,0,1,0,0,1
Lawrence A. Thomson. Jr.,0,0,1,0,0,1
"Lawrence Barker, Jr. & Roy Naftzger, Jr.",0,0,1,0,0,1
"Lawrence P. Reischman, Opr.",0,0,1,0,0,1
LCT Equipment Inc.,0,0,1,0,0,1
Le Grand Syndicate,0,0,1,0,0,1
Lebow-Harbor Oil Co.,0,0,1,0,0,1
Lebow-Von Glahn,0,0,1,0,0,1
Lebow Fresno Oil Co.,0,0,1,0,0,1
Lebow Petro. Co.,0,0,1,0,0,1
Lee and Jane Laird,0,0,1,0,0,1
Lee Grumbaugh,0,0,1,0,0,1
Lee Oil Co. Ltd,0,0,1,0,0,1
Lee Salter,0,0,1,0,0,1
Lee Sievers,0,0,1,0,0,1
"Leingang Oil Expl., Inc.",0,0,1,0,0,1
Len Owens & J. Dewitt Expl. Co.,0,0,1,0,0,1
Lennox Petro. Co.,0,0,1,0,0,1
Leo H. Moir Jr.,0,0,1,0,0,1
Leonard A. Gregory,0,0,1,0,0,1
Leonard A. Gwynne & Assoc.,0,0,1,0,0,1
Leonard Brothers,0,0,1,0,0,1
Leonard O. Lindborg,0,0,1,0,0,1
Leonard P. Remley,0,0,1,0,0,1
"Leroy C. Gould, Operator",0,0,1,0,0,1
Leroy Titherington & Richard L. Herndon,0,0,1,0,0,1
Les-Cal Co. & J. W. Wood,0,0,1,0,0,1
Les Miller,0,0,1,0,0,1
Lesco Corp.,0,0,1,0,0,1
Lesco Oil Corp.,0,0,1,0,0,1
"Lesher Oil Co., Unit No. 1",0,0,1,0,0,1
"Lesher Oil Co., Unit No. 2",0,0,1,0,0,1
Leslie B. Riggins,0,0,1,0,0,1
Leslie D. Vaughn & Assoc.,0,0,1,0,0,1
"Less-Cal Co. & J.W. Wood, Oper.",0,0,1,0,0,1
Lester K. Surgener and Robert B. Doe,0,0,1,0,0,1
Lewis Guerrieri,0,0,1,0,0,1
Lewis Petroleum Co.,0,0,1,0,0,1
Lex Oil Co.,0,0,1,0,0,1
Libco Petroleum Co.,0,0,1,0,0,1
Lillian B. Robinett et al,0,0,1,0,0,1
Lillian B. Schmidt,0,0,1,0,0,1
Linc-Con Oil Operating Co.,0,0,1,0,0,1
Lincoln & Kuhns,0,0,1,0,0,1
"Lincoln Petroleum Corp., Ltd.",0,0,1,0,0,1
Lindsay Petro. Co.,0,0,1,0,0,1
Link Trucking Co.,0,0,1,0,0,1
Lion Oil & Gas Company LLC,0,0,1,0,0,1
LIT Industrial Limited Partnership,0,0,1,0,0,1
Litho Oil Co.,0,0,1,0,0,1
Little Bear Oil Company,0,0,1,0,0,1
Little Chief Oil Co.,0,0,1,0,0,1
Little Four Limited,0,0,1,0,0,1
"Little Jewel, LLC",0,0,1,0,0,1
Little Major Oil Co.,0,0,1,0,0,1
Little Oil Well Co.,0,0,1,0,0,1
Little Pluto,0,0,1,0,0,1
"Live Oak Oil Co., Ltd.",0,0,1,0,0,1
Livingston Drilling & Dev. Co.,0,0,1,0,0,1
Lloyd A. Harnish Assoc.,0,0,1,0,0,1
Lloyd Harnish Associates,0,0,1,0,0,1
Lloyd Manning,0,0,1,0,0,1
Locust Oil Co.,0,0,1,0,0,1
Lodi Farms L.P.,0,0,1,0,0,1
Lodico Oil Co.,0,0,1,0,0,1
Loffland Brothers Co.,0,0,1,0,0,1
Loma Grande Oil Co.,0,0,1,0,0,1
Loma Verde Oil Co.,0,0,1,0,0,1
Loma Verde Petro. Co.,0,0,1,0,0,1
Lomita Oil Well Service Co.,0,0,1,0,0,1
"Lon W. Raley, Trustee",0,0,1,0,0,1
"Lone Eagle, LLC",0,0,1,0,0,1
Lone Mountain Prod. Co.,0,0,1,0,0,1
Lone Star Oil Syndicate,0,0,1,0,0,1
"Lonestar Foundation, Inc.",0,0,1,0,0,1
Long-Mizel & Assoc.,0,0,1,0,0,1
Long and Associates,0,0,1,0,0,1
Long Beach Oil Operators,0,0,1,0,0,1
Lori Exploration Co.,0,0,1,0,0,1
Lorraine Oil Co.,0,0,1,0,0,1
Los Angeles-McKittrick Oil Co.,0,0,1,0,0,1
Los Angeles Brewing Co.,0,0,1,0,0,1
Los Angeles Coalinga Oil Syndicate,0,0,1,0,0,1
Los Angeles County Metropolitan Transportation Authority,0,0,1,0,0,1
Los Angeles M.,0,0,1,0,0,1
Los Angeles Midway Oil Co.,0,0,1,0,0,1
Los Angeles Oil Co.,0,0,1,0,0,1
Los Angeles Ventura Oil Co.,0,0,1,0,0,1
Los Banos Oil Co.,0,0,1,0,0,1
Los Chicos Oil Co.,0,0,1,0,0,1
Los Chinos Oil Co.,0,0,1,0,0,1
Los Feliz Co.,0,0,1,0,0,1
Los Gatos Creek Dev. Co.,0,0,1,0,0,1
Los Gatos Oil Co. Ltd,0,0,1,0,0,1
Los Nietos Oil Co.,0,0,1,0,0,1
"Los Nietos Producing and Refining Co., Ltd.",0,0,1,0,0,1
Los Nietos Valley Oil Co.,0,0,1,0,0,1
Los Posas Petro. Corp.,0,0,1,0,0,1
Louie E. Bannow,0,0,1,0,0,1
Louis B O'neil,0,0,1,0,0,1
Louis Benjamin Altchuler,0,0,1,0,0,1
Louis Cass Jr,0,0,1,0,0,1
Louis D. Fay,0,0,1,0,0,1
Louis Erlich,0,0,1,0,0,1
Louis H. Scott,0,0,1,0,0,1
Louis Lucier,0,0,1,0,0,1
Louis Mattis,0,0,1,0,0,1
"Louis Mattis, Oper.",0,0,1,0,0,1
Louis Melczer,0,0,1,0,0,1
Louis Titus Oil Co.,0,0,1,0,0,1
Louise H. Didier,0,0,1,0,0,1
Lovelady and Christman,0,0,1,0,0,1
Lovelady Supply Co. and L. L. Robertson,0,0,1,0,0,1
Lovely Petro. Co.,0,0,1,0,0,1
Lovoda E. Ralph,0,0,1,0,0,1
Lowry Hydraulic Co. Inc.,0,0,1,0,0,1
Loyal Resources Corp.,0,0,1,0,0,1
Loyd Wright,0,0,1,0,0,1
Lube Oil Company,0,0,1,0,0,1
Lucerne Oil Co.,0,0,1,0,0,1
Lucien M. Higgnis,0,0,1,0,0,1
Lucille A. Jackson,0,0,1,0,0,1
Luck Oil Co.,0,0,1,0,0,1
"Lucky Strike Oil Co., Ltd.",0,0,1,0,0,1
Lyman C. Hisey,0,0,1,0,0,1
Lyman Investment Co.,0,0,1,0,0,1
Lyndon & DeSpain,0,0,1,0,0,1
Lyon & Bassett,0,0,1,0,0,1
M-C-A Drilling Co.,0,0,1,0,0,1
"M-K Development & Investment, Inc.",0,0,1,0,0,1
M & M Oil & Gas Corporation,0,0,1,0,0,1
M & W Oil Co.,0,0,1,0,0,1
"M and A Oil Co., Ltd.",0,0,1,0,0,1
M and S Oil Co.,0,0,1,0,0,1
M B Z Productions,0,0,1,0,0,1
M. A. Bernhard,0,0,1,0,0,1
M. A. Cox,0,0,1,0,0,1
M. A. McFadden,0,0,1,0,0,1
"M. B. Daly, Jr.",0,0,1,0,0,1
M. B. Wilcox,0,0,1,0,0,1
M. C. Albertson Oil Co.,0,0,1,0,0,1
M. C. M. O. & Asso.,0,0,1,0,0,1
M. C. O. & Asso.,0,0,1,0,0,1
M. C. Peebles & D D Peebles,0,0,1,0,0,1
"M. C. R. R. Co., Ltd.",0,0,1,0,0,1
M. E. Frazier,0,0,1,0,0,1
"M. E. Frazier, Oper.",0,0,1,0,0,1
M. F. Van Horn,0,0,1,0,0,1
M. F. Van Horn Opr,0,0,1,0,0,1
M. Frazier,0,0,1,0,0,1
M. H. Stone,0,0,1,0,0,1
M. H. Whittier Energy LLC,0,0,1,0,0,1
M. I. Lebow and Coalinga Drlg. Co.,0,0,1,0,0,1
"M. I. Lebow, Oper.",0,0,1,0,0,1
M. J. Graves,0,0,1,0,0,1
M. J. Pettijohn,0,0,1,0,0,1
M. J. Stansbury & Assoc.,0,0,1,0,0,1
M. K. & T. Oil Co.,0,0,1,0,0,1
M. K. F. Oil Co.,0,0,1,0,0,1
M. L. Gillespie,0,0,1,0,0,1
"M. L. Jenkins Production, Inc.",0,0,1,0,0,1
M. M. Harris,0,0,1,0,0,1
M. M. Humphries,0,0,1,0,0,1
M. O. C. Oil Co.,0,0,1,0,0,1
M. P. Oil,0,0,1,0,0,1
M. P. Shepherd,0,0,1,0,0,1
M. R. Peck,0,0,1,0,0,1
M. R. Yant,0,0,1,0,0,1
M. T. M. Associates,0,0,1,0,0,1
M. W. Stevenson,0,0,1,0,0,1
M. Z. Elliott,0,0,1,0,0,1
M.A.B. Oil Co.,0,0,1,0,0,1
M.C.R. Oil Recovery International Inc.,0,0,1,0,0,1
M.J.B. Oil Co.,0,0,1,0,0,1
M.J.S. Oil Company,0,0,1,0,0,1
M/S & Assoc.,0,0,1,0,0,1
Mabel E. French,0,0,1,0,0,1
Mac-Vee Associates,0,0,1,0,0,1
Mac Oil Co.,0,0,1,0,0,1
Macalene Oil Co.,0,0,1,0,0,1
Macco Corp.,0,0,1,0,0,1
MacDonald & Norris,0,0,1,0,0,1
"MacDonald, Burns & Norris #4",0,0,1,0,0,1
Mace A. Cox,0,0,1,0,0,1
"MacGregor Oil Co., Inc.",0,0,1,0,0,1
Macklin Oil Co.,0,0,1,0,0,1
"Macrate Oil Co. & G. E. Miller, Opers",0,0,1,0,0,1
"Macrate Oil Co., Oper.",0,0,1,0,0,1
Madera Oil & Gas,0,0,1,0,0,1
Madonna Construction Co.,0,0,1,0,0,1
"Magellan El Monte, LLC",0,0,1,0,0,1
"Magma Energy, Inc.",0,0,1,0,0,1
Magma Oil Co.,0,0,1,0,0,1
Magnolia Petro. Syndicate No. 1,0,0,1,0,0,1
"Magu Syndicate Inc., Ltd",0,0,1,0,0,1
Maier-Yerkes Syndicate,0,0,1,0,0,1
Major Oil Co.,0,0,1,0,0,1
Mal-al Oil Co.,0,0,1,0,0,1
"Malibu Signal Oil Co., Ltd.",0,0,1,0,0,1
Manchester Oil Co.,0,0,1,0,0,1
Manco Prod.,0,0,1,0,0,1
"Mangold and Morse Oil Co., Inc.",0,0,1,0,0,1
Mangrum & Page,0,0,1,0,0,1
Manhattan Pacific Oil Co.,0,0,1,0,0,1
Manila D. Gatzman,0,0,1,0,0,1
Manitou Oil Co.,0,0,1,0,0,1
Maplehurst Oil Co.,0,0,1,0,0,1
Mar Vena Oil Co.,0,0,1,0,0,1
"Maralex Resources, Inc.",0,0,1,0,0,1
Marblehead Land Co.,0,0,1,0,0,1
Marcan Oil Co.,0,0,1,0,0,1
Marcell Oil & Gas Corp.,0,0,1,0,0,1
March Oil Co.,0,0,1,0,0,1
Marcus E. Skeen,0,0,1,0,0,1
Marfar Oil Co.,0,0,1,0,0,1
Margaret H. Fairchild,0,0,1,0,0,1
Margaret L. Slaughter,0,0,1,0,0,1
Margaret W. Colvin,0,0,1,0,0,1
Marian L Reynolds,0,0,1,0,0,1
Maricopa Visalia Oil Co.,0,0,1,0,0,1
Marine Corp.-Western Corp.,0,0,1,0,0,1
Marion H. B. Oil Co.,0,0,1,0,0,1
Mark Downing,0,0,1,0,0,1
Mark Y. and Mary Anne Hite,0,0,1,0,0,1
Marland Co.,0,0,1,0,0,1
Marland Oil Co.,0,0,1,0,0,1
Marlex Petroleum Inc.,0,0,1,0,0,1
Marline Oil Corp.,0,0,1,0,0,1
Martin Judge Jr.,0,0,1,0,0,1
Martin O. Landers,0,0,1,0,0,1
Martin Oil Co.,0,0,1,0,0,1
Martin Petroleum Co.,0,0,1,0,0,1
Mary Angela Oil Co.,0,0,1,0,0,1
Mary B. Hall,0,0,1,0,0,1
Mary E. Connolly,0,0,1,0,0,1
Mary E. Wertalla,0,0,1,0,0,1
Mascot Oil Company,0,0,1,0,0,1
Master Petroleum Corp.,0,0,1,0,0,1
Matador Oil Co.,0,0,1,0,0,1
Matilija Oil Co.,0,0,1,0,0,1
Matris Exploration Company,0,0,1,0,0,1
Mattole Oil Co.,0,0,1,0,0,1
Maude C. Ltd.,0,0,1,0,0,1
"Max C. Eastman, Oper.",0,0,1,0,0,1
Maxwell & Associates,0,0,1,0,0,1
Maxwell Oil Co.,0,0,1,0,0,1
May Drilling Co.,0,0,1,0,0,1
Mayo-Fourl Oil Co.,0,0,1,0,0,1
McAdams Expl. Co.,0,0,1,0,0,1
McAdams Oil Syndicate,0,0,1,0,0,1
McAdams Petroleum Corp.,0,0,1,0,0,1
McBurney and Mead,0,0,1,0,0,1
McCallen & Derigo,0,0,1,0,0,1
McCallen Realty Syndicate,0,0,1,0,0,1
McClanahan Oil Co.,0,0,1,0,0,1
McCreary & Walton,0,0,1,0,0,1
McDonald & Brenton,0,0,1,0,0,1
McDonald Drilling Co.,0,0,1,0,0,1
"McDonald Petro., Ltd.",0,0,1,0,0,1
"McDonald, Burns and Norris No. 6",0,0,1,0,0,1
"McFaddin, McDowell & Bering",0,0,1,0,0,1
McFann Drilling Co.,0,0,1,0,0,1
McFarland Oil Syndicate,0,0,1,0,0,1
McGill & Shepard Expl. & Dev.,0,0,1,0,0,1
McGreevy-Neary Oil Company,0,0,1,0,0,1
McGreevy & Neary,0,0,1,0,0,1
McK. Butler & Associates,0,0,1,0,0,1
McKay-Brinkman Oil Company,0,0,1,0,0,1
McKee-Bramham-Lonn Co.,0,0,1,0,0,1
McKee Oil Co.,0,0,1,0,0,1
McKenzie-Hazard Syndicate,0,0,1,0,0,1
McKenzie & Assoc.,0,0,1,0,0,1
McKittrick Chief Oil Co.,0,0,1,0,0,1
McNee Oil Co. and Assoc.,0,0,1,0,0,1
McQueen-Whalen Revocable Trust,0,0,1,0,0,1
McQuigg Investment Co.,0,0,1,0,0,1
McVicar-Rood-Hall,0,0,1,0,0,1
McVicar Rood and Cole Co.,0,0,1,0,0,1
McVicker Sailee Dev. Co.,0,0,1,0,0,1
"MDR Hotels, LLC",0,0,1,0,0,1
Medallion Oil Co.,0,0,1,0,0,1
Meeker-Garner Oil Co.,0,0,1,0,0,1
"Meier Oil Co., Ltd.",0,0,1,0,0,1
Mel-Cann Inc.,0,0,1,0,0,1
Memphis Oil Co.,0,0,1,0,0,1
Merced Oil Co.,0,0,1,0,0,1
Merced Paraffine Oil Co.,0,0,1,0,0,1
Merchants & Traders,0,0,1,0,0,1
"Mercury Oil Corp., Inc.",0,0,1,0,0,1
Meridian Oil,0,0,1,0,0,1
Meridian Oil Company,0,0,1,0,0,1
"Meridian Oil Company, Ltd.",0,0,1,0,0,1
Merle Cade,0,0,1,0,0,1
Merle W Wheeler,0,0,1,0,0,1
Merrill Salvage Co.,0,0,1,0,0,1
Mervin E Mallett,0,0,1,0,0,1
Mesa Oil Co.,0,0,1,0,0,1
Mesa Petroleum Co.,0,0,1,0,0,1
Mescalitan Island Oil and Development Co.,0,0,1,0,0,1
Metric Exploration,0,0,1,0,0,1
Metropolitan Oil Co.,0,0,1,0,0,1
Meyer-Bassett-Rorex Co.,0,0,1,0,0,1
Michael Abraham,0,0,1,0,0,1
Michael J. Major,0,0,1,0,0,1
Michael Kadlec,0,0,1,0,0,1
Michel T. Halbouty,0,0,1,0,0,1
Mickelson Oil & Gas,0,0,1,0,0,1
Mid-Cal Oil & Gas Co.,0,0,1,0,0,1
Mid-Central Oil Co.,0,0,1,0,0,1
Mid-Cities Oil Co.,0,0,1,0,0,1
"Mid-Kettleman Oil Co., Inc.",0,0,1,0,0,1
Mid-State Petroleum Co.,0,0,1,0,0,1
Midas Oil,0,0,1,0,0,1
Midcoast Oil Co,0,0,1,0,0,1
Midfield Corp.,0,0,1,0,0,1
Midfield Oil Co.,0,0,1,0,0,1
"Midland Overseas, Inc.",0,0,1,0,0,1
Midland Petro. Co.,0,0,1,0,0,1
Midvalley Corporation,0,0,1,0,0,1
Midway Alliance,0,0,1,0,0,1
Midway Drilling Co.,0,0,1,0,0,1
Midway Gas Co.,0,0,1,0,0,1
Midway Peak Oil Co.,0,0,1,0,0,1
Midway Premier Oil Company,0,0,1,0,0,1
Midway Simi,0,0,1,0,0,1
Midway Supply Co.,0,0,1,0,0,1
"Miesse, Hemphill & Rown",0,0,1,0,0,1
Migs Oil Co.,0,0,1,0,0,1
Mihlheim Oil Co.,0,0,1,0,0,1
Miken Oil & Gas Co.,0,0,1,0,0,1
Milburn & Hamilton,0,0,1,0,0,1
Miles Andrews,0,0,1,0,0,1
Miles Production Co.,0,0,1,0,0,1
Miller & Sullivan,0,0,1,0,0,1
Miller & Weaver,0,0,1,0,0,1
Miller and Nicolai,0,0,1,0,0,1
Miller and York and R. M. Claire,0,0,1,0,0,1
Miller Oil Operations,0,0,1,0,0,1
Millerand Petro. Co.,0,0,1,0,0,1
Millhar Assoc.,0,0,1,0,0,1
Milnen Oil Co.,0,0,1,0,0,1
Milo Oil Co.,0,0,1,0,0,1
Milpet Co.,0,0,1,0,0,1
Milroy Oil Co. Inc.,0,0,1,0,0,1
Milton M. Unger,0,0,1,0,0,1
Milton Mende,0,0,1,0,0,1
Milton N. Thompson,0,0,1,0,0,1
Minerals & Petro. Dev. Corp.,0,0,1,0,0,1
Minnesota Oil Co.,0,0,1,0,0,1
Mission Hills Oil Co.,0,0,1,0,0,1
"Mission Oil Co., Operator",0,0,1,0,0,1
Mission Oil Corp.,0,0,1,0,0,1
Mitchell and Terry,0,0,1,0,0,1
"Mitchwil Investments, LLC",0,0,1,0,0,1
Mobil Oil Corp.,0,0,1,0,0,1
Moffatt & Campbell Petro. Co. Ltd.,0,0,1,0,0,1
Mohawk Petroleum Corp. & Atlantic Oil Co.,0,0,1,0,0,1
Mojave Basin Oil Co.,0,0,1,0,0,1
Mojave Oil Co.,0,0,1,0,0,1
Mojave River Oil Corp.,0,0,1,0,0,1
Monarch Oil Corp.,0,0,1,0,0,1
Monitor,0,0,1,0,0,1
Monroe-Baer Oil Co.,0,0,1,0,0,1
Monroe & Granger,0,0,1,0,0,1
Monte Cristo Petro. Co.,0,0,1,0,0,1
Montebello Crude Oil Co.,0,0,1,0,0,1
Montebello Reservoir Oil Co.,0,0,1,0,0,1
Montebello Wesco Inc.,0,0,1,0,0,1
Montecito Oil Producers Co.,0,0,1,0,0,1
Montello Oil Co. Ltd.,0,0,1,0,0,1
Monterey Bay Oil Co. Ltd,0,0,1,0,0,1
Monterey Exploration Co.,0,0,1,0,0,1
Monterey Park Land co.,0,0,1,0,0,1
Monterey Peninsula Oil Co.,0,0,1,0,0,1
"Monticello Oil Co., Ltd.",0,0,1,0,0,1
Mooschekian Bros.,0,0,1,0,0,1
Morey E. Hall,0,0,1,0,0,1
Morgan and Harris,0,0,1,0,0,1
Morgan Gas & Oil Explor. Co.,0,0,1,0,0,1
Mormac Oil & Mining Co.,0,0,1,0,0,1
"Morrell's Electro-Plating, Inc.",0,0,1,0,0,1
Morris B. Marks,0,0,1,0,0,1
Morris Berman and Associates,0,0,1,0,0,1
Morton L. Brown,0,0,1,0,0,1
"Morton N. D'Evelyn, Operator",0,0,1,0,0,1
Morton S. Martin,0,0,1,0,0,1
Mosebach Oil Co.,0,0,1,0,0,1
Moss & Walker,0,0,1,0,0,1
"Mount Poso Dowsers, Inc.",0,0,1,0,0,1
Mrs. A.M. Hoeppner,0,0,1,0,0,1
Mrs. Germanina Truano,0,0,1,0,0,1
Mrs. Helen A. Meyer,0,0,1,0,0,1
Mrs. Pearl M. Phelps,0,0,1,0,0,1
Mse Operating Corp.,0,0,1,0,0,1
Mt. Vernon,0,0,1,0,0,1
Mulholland Oil Co.,0,0,1,0,0,1
"Mullins Oil, Inc.",0,0,1,0,0,1
Murdock Oil Co.,0,0,1,0,0,1
Murietta Valley,0,0,1,0,0,1
Muroc Dev. Co.,0,0,1,0,0,1
"Musco Olive Products, Inc.",0,0,1,0,0,1
Mutual Dev. Assoc.,0,0,1,0,0,1
Mutual Oil Co.,0,0,1,0,0,1
Myers & Wilhite,0,0,1,0,0,1
Myron T. King,0,0,1,0,0,1
N-H Co.,0,0,1,0,0,1
N-W Oil & Gas,0,0,1,0,0,1
N & G Well Servicing Co.,0,0,1,0,0,1
N Y K Oil Co.,0,0,1,0,0,1
N. B. & M. Oil Co.,0,0,1,0,0,1
N. B. Hunt,0,0,1,0,0,1
N. D. Bradford & J. F. Guardino,0,0,1,0,0,1
N. F. C. Petro. Corp.,0,0,1,0,0,1
N. F. Keyt,0,0,1,0,0,1
N. M. Fraser,0,0,1,0,0,1
N. M. McCormick and E. V. Pratt,0,0,1,0,0,1
N. O. Shively,0,0,1,0,0,1
N. P. Van Valkenburgh,0,0,1,0,0,1
N. S. Mitchell,0,0,1,0,0,1
N. S. Wilson,0,0,1,0,0,1
Nacimiento Oil Co.,0,0,1,0,0,1
Naftex Holdings Limited,0,0,1,0,0,1
Nathan Short,0,0,1,0,0,1
National Driling & Dev. Co.,0,0,1,0,0,1
"National Investors Fund, Inc.",0,0,1,0,0,1
"National Iron Works, Oil Division",0,0,1,0,0,1
"National Oil & Gas, Inc.",0,0,1,0,0,1
"National Oil Works, Oil Division",0,0,1,0,0,1
"National Petro. Consultants, Ltd.",0,0,1,0,0,1
National Securities Oil Co.,0,0,1,0,0,1
National Steel and Shipbuilding Corp.,0,0,1,0,0,1
Natomas N. America Inc.,0,0,1,0,0,1
Natural Gasoline Company,0,0,1,0,0,1
Natural Res. Investment Corp.,0,0,1,0,0,1
Navitas Oil & Gas LLC,0,0,1,0,0,1
"NB Resources (California), Inc.",0,0,1,0,0,1
Ne-Tex Corp.,0,0,1,0,0,1
Neal H. Anderson,0,0,1,0,0,1
Neal Stivers,0,0,1,0,0,1
Nealy Exploration Co.,0,0,1,0,0,1
"Ned Barmore, Oper.",0,0,1,0,0,1
Nelco Oil Corp.,0,0,1,0,0,1
Nels A. Madsen,0,0,1,0,0,1
Nelson-Merlo,0,0,1,0,0,1
Nelson G. Smith,0,0,1,0,0,1
Nelson J Hansen & Co.,0,0,1,0,0,1
"Nelson Petro. Co., Ltd. Tyler, Rec.",0,0,1,0,0,1
Neon Energy Corporation,0,0,1,0,0,1
"Nepture Oil Co., Ltd",0,0,1,0,0,1
Neutron Resources,0,0,1,0,0,1
"Nev-Tex Oil & Gas, Inc.",0,0,1,0,0,1
Neva Oil Co.,0,0,1,0,0,1
Nevaco Oil & Gas,0,0,1,0,0,1
Nevada Drilling Co.,0,0,1,0,0,1
"Nevada Exploration, Inc.",0,0,1,0,0,1
Nevada Pacific,0,0,1,0,0,1
New Bedford,0,0,1,0,0,1
New Hope Oil Co.,0,0,1,0,0,1
New York Oil Co.,0,0,1,0,0,1
"Newbury 15 Group, LLC",0,0,1,0,0,1
Newell Oil Co.,0,0,1,0,0,1
Newhall Consolidated Oil Co,0,0,1,0,0,1
Newhall Land & Farming Co.,0,0,1,0,0,1
Newhall Refining Co. Inc.,0,0,1,0,0,1
Newman-Morris Oil & Land Co.,0,0,1,0,0,1
Newpet Oil Co.,0,0,1,0,0,1
Newton Drilling Co. Inc. Op,0,0,1,0,0,1
Nhd Oil & Gas Co.,0,0,1,0,0,1
Nick & Martin Lopin & F. Bever,0,0,1,0,0,1
"Nick Gerard Oil Company, Ltd.",0,0,1,0,0,1
